9.51147,0.0700459,0.809838,0.0206003,-0.0110445,0.00270653,-0.00300312,0.00316477,0.00292206,0.00159597,0.000213146,-0.00227547,-0.00260401,
0.0700459,11.4553,0.108992,0.835407,0.0121336,-0.0115061,0.0120392,-0.00782728,-0.0169673,0.0119705,-0.00614452,-0.00321913,-0.000275135,
0.809838,0.108992,1.022,0.0365076,-0.0039053,0.00131655,0.00280476,0.00107336,-1.33514e-05,0.00326777,0.000870705,-0.000157833,0.00045681,
0.0206003,0.835407,0.0365076,0.984818,-0.00107288,-0.00333738,0.00271988,-0.00276136,0.00178719,-0.00467443,-0.00105381,-8.10623e-05,0.000234604,
-0.0110445,0.0121336,-0.0039053,-0.00107288,0.0106554,-0.00028944,0.000663757,-0.000326633,1.85966e-05,-0.000154495,4.14848e-05,-0.000153065,-1.19209e-05,
0.00270653,-0.0115061,0.00131655,-0.00333738,-0.00028944,0.0105138,0.000384331,-0.000292778,0.000159264,0.000175953,0.000166416,7.15256e-05,6.53267e-05,
-0.00300312,0.0120392,0.00280476,0.00271988,0.000663757,0.000384331,0.0100465,-0.000265598,-0.000123978,0.000328541,-2.86102e-06,-5.96046e-05,-0.00018549,
0.00316477,-0.00782728,0.00107336,-0.00276136,-0.000326633,-0.000292778,-0.000265598,0.00928354,-0.000494003,-0.00022316,1.28746e-05,-3.48091e-05,0.000103951,
0.00292206,-0.0169673,-1.33514e-05,0.00178719,1.85966e-05,0.000159264,-0.000123978,-0.000494003,0.010046,0.000635147,-3.8147e-06,5.24521e-06,-1.23978e-05,
0.00159597,0.0119705,0.00326777,-0.00467443,-0.000154495,0.000175953,0.000328541,-0.00022316,0.000635147,0.00943851,-8.58307e-06,-0.000197887,3.43323e-05,
0.000213146,-0.00614452,0.000870705,-0.00105381,4.14848e-05,0.000166416,-2.86102e-06,1.28746e-05,-3.8147e-06,-8.58307e-06,0.00105,-3.8147e-06,-2.81334e-05,
-0.00227547,-0.00321913,-0.000157833,-8.10623e-05,-0.000153065,7.15256e-05,-5.96046e-05,-3.48091e-05,5.24521e-06,-0.000197887,-3.8147e-06,0.000863552,1.19209e-05,
-0.00260401,-0.000275135,0.00045681,0.000234604,-1.19209e-05,6.53267e-05,-0.00018549,0.000103951,-1.23978e-05,3.43323e-05,-2.81334e-05,1.19209e-05,0.000984192,
