9.51148,0.0700383,0.80984,0.0205994,-0.0110402,0.00270653,-0.0030055,0.00316858,0.00291967,0.00159264,0.000211239,-0.00227642,-0.0026021,
0.0700383,11.4553,0.108992,0.835413,0.0121303,-0.0115056,0.0120406,-0.00782871,-0.0169678,0.01197,-0.00614357,-0.0032196,-0.000271797,
0.80984,0.108992,1.022,0.0365081,-0.00390387,0.00131893,0.00280523,0.00107336,-1.33514e-05,0.00326729,0.000870228,-0.000157833,0.000460148,
0.0205994,0.835413,0.0365081,0.984818,-0.00107336,-0.00333643,0.0027194,-0.00276184,0.00178623,-0.00467443,-0.00105429,-8.10623e-05,0.000233173,
-0.0110402,0.0121303,-0.00390387,-0.00107336,0.0106549,-0.00028944,0.000663757,-0.000326633,1.85966e-05,-0.000154972,4.14848e-05,-0.000153542,-1.19209e-05,
0.00270653,-0.0115056,0.00131893,-0.00333643,-0.00028944,0.0105138,0.000383854,-0.000293255,0.000159264,0.000175953,0.000166416,7.15256e-05,6.48499e-05,
-0.0030055,0.0120406,0.00280523,0.0027194,0.000663757,0.000383854,0.010046,-0.000265598,-0.000123978,0.000328541,-2.86102e-06,-5.91278e-05,-0.000185013,
0.00316858,-0.00782871,0.00107336,-0.00276184,-0.000326633,-0.000293255,-0.000265598,0.00928354,-0.000494003,-0.000222683,1.28746e-05,-3.48091e-05,0.000103951,
0.00291967,-0.0169678,-1.33514e-05,0.00178623,1.85966e-05,0.000159264,-0.000123978,-0.000494003,0.010046,0.00063467,-3.8147e-06,5.24521e-06,-1.14441e-05,
0.00159264,0.01197,0.00326729,-0.00467443,-0.000154972,0.000175953,0.000328541,-0.000222683,0.00063467,0.00943804,-8.58307e-06,-0.000197887,3.52859e-05,
0.000211239,-0.00614357,0.000870228,-0.00105429,4.14848e-05,0.000166416,-2.86102e-06,1.28746e-05,-3.8147e-06,-8.58307e-06,0.00105,-3.8147e-06,-2.86102e-05,
-0.00227642,-0.0032196,-0.000157833,-8.10623e-05,-0.000153542,7.15256e-05,-5.91278e-05,-3.48091e-05,5.24521e-06,-0.000197887,-3.8147e-06,0.000863552,1.23978e-05,
-0.0026021,-0.000271797,0.000460148,0.000233173,-1.19209e-05,6.48499e-05,-0.000185013,0.000103951,-1.14441e-05,3.52859e-05,-2.86102e-05,1.23978e-05,0.000984192,
